"","Location","TMAX","TMIN","TAVG","AWND","AWDR","PRCP","SNOW","Date"
"44","New York City",61,-5,"","21","","0","0","2017-11-23"
"45","New York City",100,17,"","17","","0","0","2017-11-24"
"46","New York City",139,61,"","18","","0","0","2017-11-25"
"47","New York City",106,44,"","30","","0","0","2017-11-26"
"48","New York City",106,39,"","29","","0","0","2017-11-27"
"49","New York City",122,22,"","20","","0","0","2017-11-28"
"50","New York City",172,56,"","24","","0","0","2017-11-29"
"51","New York City",117,33,"","20","","8","0","2017-11-30"
"52","New York City",111,56,"","","","0","0","2017-12-01"
"54","Yuma",267,183,"","20","","18","0","2017-11-07"
"55","Yuma",272,156,"","18","","0","0","2017-11-08"
"56","Yuma",283,150,"","9","","0","0","2017-11-09"
"57","Yuma",289,128,"","8","","0","0","2017-11-10"
"58","Yuma",294,144,"","11","","0","0","2017-11-11"
"59","Yuma",300,156,"","23","","0","0","2017-11-12"
"60","Yuma",306,161,"","17","","0","0","2017-11-13"
"61","Yuma",317,161,"","19","","0","0","2017-11-14"
"62","Yuma",283,161,"","27","","0","0","2017-11-15"
"63","Yuma",311,150,"","13","","0","0","2017-11-16"
"64","Yuma",294,172,"","23","","0","0","2017-11-17"
"65","Yuma",250,167,"","55","","0","0","2017-11-18"
"66","Yuma",244,139,"","42","","0","0","2017-11-19"
"67","Yuma",256,111,"","27","","0","0","2017-11-20"
"68","Yuma",289,156,"","30","","0","0","2017-11-21"
"69","Yuma",322,161,"","31","","0","0","2017-11-22"
"70","Yuma",328,156,"","17","","0","0","2017-11-23"
"71","Yuma",322,144,"","12","","0","0","2017-11-24"
"72","Yuma",317,144,"","13","","0","0","2017-11-25"
"73","Yuma",322,144,"","20","","0","0","2017-11-26"
"74","Yuma",233,122,"","16","","0","0","2017-11-27"
"75","Yuma",233,144,"","34","","0","0","2017-11-28"
"76","Yuma",217,150,"","19","","0","0","2017-11-29"
"77","Yuma",228,144,"","10","","0","0","2017-11-30"
"78","Yuma",278,128,"","","","0","","2017-12-01"
"80","Tucson",267,156,"207","33","","23","0","2017-11-07"
"81","Tucson",261,128,"191","19","","0","0","2017-11-08"
"82","Tucson",294,128,"201","20","","0","0","2017-11-09"
"83","Tucson",300,128,"203","28","","0","0","2017-11-10"
"84","Tucson",294,133,"207","27","","0","0","2017-11-11"
"85","Tucson",317,128,"200","26","","0","0","2017-11-12"
"86","Tucson",311,144,"210","24","","0","0","2017-11-13"
"87","Tucson",317,133,"212","28","","0","0","2017-11-14"
"88","Tucson",311,122,"201","26","","0","0","2017-11-15"
"89","Tucson",317,117,"204","30","","0","0","2017-11-16"
"90","Tucson",294,100,"199","32","","0","0","2017-11-17"
"91","Tucson",256,111,"190","23","","0","0","2017-11-18"
"92","Tucson",261,89,"173","33","","0","0","2017-11-19"
"93","Tucson",267,94,"187","28","","0","0","2017-11-20"
"94","Tucson",256,89,"163","23","","0","0","2017-11-21"
"95","Tucson",300,100,"193","42","","0","0","2017-11-22"
"96","Tucson",317,117,"206","24","","0","0","2017-11-23"
"97","Tucson",311,111,"197","34","","0","0","2017-11-24"
"98","Tucson",311,117,"195","27","","0","0","2017-11-25"
"99","Tucson",333,117,"202","31","","0","0","2017-11-26"
"100","Tucson",333,128,"210","38","","0","0","2017-11-27"
"101","Tucson",250,100,"190","16","","0","0","2017-11-28"
"102","Tucson",267,106,"179","25","","0","0","2017-11-29"
"103","Tucson",244,144,"191","20","","0","0","2017-11-30"
"104","Tucson",244,167,"199","","","0","0","2017-12-01"
"106","El Paso",267,122,"194","26","","0","0","2017-11-07"
"107","El Paso",194,89,"166","29","","71","0","2017-11-08"
"108","El Paso",206,67,"119","13","","0","0","2017-11-09"
"109","El Paso",239,78,"151","15","","0","0","2017-11-10"
"110","El Paso",272,117,"183","30","","0","0","2017-11-11"
"111","El Paso",261,100,"181","30","","0","0","2017-11-12"
"112","El Paso",244,94,"157","15","","0","0","2017-11-13"
"113","El Paso",283,83,"177","23","","0","0","2017-11-14"
"114","El Paso",250,89,"195","27","","0","0","2017-11-15"
"115","El Paso",272,78,"171","22","","0","0","2017-11-16"
"116","El Paso",278,89,"195","50","","0","0","2017-11-17"
"117","El Paso",217,72,"201","51","","0","0","2017-11-18"
"118","El Paso",172,44,"104","24","","0","0","2017-11-19"
"119","El Paso",200,39,"108","31","","0","0","2017-11-20"
"120","El Paso",233,61,"152","21","","0","0","2017-11-21"
"121","El Paso",200,72,"144","17","","0","0","2017-11-22"
"122","El Paso",228,50,"129","21","","0","0","2017-11-23"
"123","El Paso",256,44,"145","23","","0","0","2017-11-24"
"124","El Paso",256,72,"162","22","","0","0","2017-11-25"
"125","El Paso",244,61,"154","14","","0","0","2017-11-26"
"126","El Paso",261,61,"147","24","","0","0","2017-11-27"
"127","El Paso",250,100,"187","51","","0","0","2017-11-28"
"128","El Paso",172,44,"114","22","","0","0","2017-11-29"
"129","El Paso",211,67,"125","27","","0","0","2017-11-30"
"130","El Paso",194,83,"147","","","0","","2017-12-01"
"132","Sanderson",294,150,"","41","","0","0","2017-11-07"
"133","Sanderson",150,67,"","45","","8","","2017-11-08"
"134","Sanderson",161,72,"","15","","0","0","2017-11-09"
"135","Sanderson",144,72,"","33","","0","0","2017-11-10"
"136","Sanderson",228,122,"","27","","0","0","2017-11-11"
"137","Sanderson",217,150,"","40","","0","0","2017-11-12"
"138","Sanderson",233,150,"","38","","0","0","2017-11-13"
"139","Sanderson",278,167,"","28","","0","0","2017-11-14"
"140","Sanderson",267,128,"","32","","0","0","2017-11-15"
"141","Sanderson",250,106,"","24","","0","0","2017-11-16"
"142","Sanderson",283,106,"","26","","0","0","2017-11-17"
"143","Sanderson",283,94,"","53","","0","0","2017-11-18"
"144","Sanderson",161,39,"","32","","0","0","2017-11-19"
"145","Sanderson",211,22,"","30","","0","0","2017-11-20"
"146","Sanderson",294,44,"","50","","0","0","2017-11-21"
"147","Sanderson",189,44,"","24","","0","0","2017-11-22"
"148","Sanderson",256,39,"","23","","0","0","2017-11-23"
"149","Sanderson",289,50,"","32","","0","0","2017-11-24"
"150","Sanderson",272,100,"","54","","0","0","2017-11-25"
"151","Sanderson",244,89,"","26","","0","0","2017-11-26"
"152","Sanderson",256,72,"","23","","0","0","2017-11-27"
"153","Sanderson",222,106,"","32","","0","0","2017-11-28"
"154","Sanderson",200,50,"","28","","0","0","2017-11-29"
"155","Sanderson",267,61,"","35","","0","0","2017-11-30"
"157","San Antonio",317,178,"","32","","0","","2017-11-07"
"158","San Antonio",183,94,"","53","","20","","2017-11-08"
"159","San Antonio",172,94,"","34","","0","","2017-11-09"
"160","San Antonio",183,111,"","28","","0","","2017-11-10"
"161","San Antonio",256,156,"","25","","13","","2017-11-11"
"162","San Antonio",222,194,"","15","","25","","2017-11-12"
"163","San Antonio",272,194,"","22","","3","","2017-11-13"
"164","San Antonio",272,183,"","30","","0","","2017-11-14"
"165","San Antonio",289,172,"","19","","0","","2017-11-15"
"166","San Antonio",306,206,"","24","","0","","2017-11-16"
"167","San Antonio",311,194,"","39","","0","","2017-11-17"
"168","San Antonio",322,150,"","47","","0","","2017-11-18"
"169","San Antonio",200,83,"","26","","0","","2017-11-19"
"170","San Antonio",222,56,"","13","","0","0","2017-11-20"
"171","San Antonio",256,89,"","24","","0","0","2017-11-21"
"172","San Antonio",211,72,"","43","","0","0","2017-11-22"
"173","San Antonio",228,17,"","6","","0","","2017-11-23"
"174","San Antonio",256,39,"","18","","0","","2017-11-24"
"175","San Antonio",294,61,"","17","","0","0","2017-11-25"
"176","San Antonio",278,139,"","18","","0","","2017-11-26"
"177","San Antonio",272,100,"","24","","0","0","2017-11-27"
"178","San Antonio",289,89,"","21","","0","0","2017-11-28"
"179","San Antonio",239,106,"","19","","0","","2017-11-29"
"180","San Antonio",267,89,"","7","","0","","2017-11-30"
"181","San Antonio",267,144,"","","","0","","2017-12-01"
"183","Beaumont",294,206,"242","26","","0","0","2017-11-07"
"184","Beaumont",228,133,"190","51","","3","0","2017-11-08"
"185","Beaumont",189,106,"142","50","","15","0","2017-11-09"
"186","Beaumont",211,83,"142","32","","0","0","2017-11-10"
"187","Beaumont",228,117,"160","25","","0","0","2017-11-11"
"188","Beaumont",267,161,"188","22","","0","0","2017-11-12"
"189","Beaumont",261,156,"196","34","","0","0","2017-11-13"
"190","Beaumont",239,133,"186","28","","0","0","2017-11-14"
"191","Beaumont",261,128,"182","21","","0","0","2017-11-15"
"192","Beaumont",256,139,"186","23","","0","0","2017-11-16"
"193","Beaumont",272,172,"216","42","","0","0","2017-11-17"
"194","Beaumont",289,139,"238","64","","0","0","2017-11-18"
"195","Beaumont",183,67,"149","49","","0","0","2017-11-19"
"196","Beaumont",161,50,"107","25","","0","0","2017-11-20"
"197","Beaumont",200,111,"144","40","","239","0","2017-11-21"
"198","Beaumont",200,78,"155","54","","0","0","2017-11-22"
"199","Beaumont",178,39,"108","27","","0","0","2017-11-23"
"200","Beaumont",206,33,"103","14","","0","0","2017-11-24"
"201","Beaumont",261,83,"148","16","","0","0","2017-11-25"
"202","Beaumont",239,100,"161","26","","0","0","2017-11-26"
"203","Beaumont",217,67,"142","27","","0","0","2017-11-27"
"204","Beaumont",233,83,"147","36","","0","0","2017-11-28"
"205","Beaumont",272,139,"202","19","","0","","2017-11-29"
"206","Beaumont",244,111,"171","30","","0","0","2017-11-30"
"207","Beaumont",239,83,"149","","","0","","2017-12-01"
"209","Houma",283,189,"229","15","","0","0","2017-11-07"
"210","Houma",228,167,"219","31","","0","0","2017-11-08"
"211","Houma",167,139,"158","41","","13","0","2017-11-09"
"212","Houma",200,94,"153","34","","0","0","2017-11-10"
"213","Houma",222,122,"172","36","","0","0","2017-11-11"
"214","Houma",239,167,"198","47","","0","0","2017-11-12"
"215","Houma",233,156,"189","41","","0","0","2017-11-13"
"216","Houma",217,133,"179","23","","0","0","2017-11-14"
"217","Houma",239,133,"178","27","","0","0","2017-11-15"
"218","Houma",250,128,"186","13","","0","0","2017-11-16"
"219","Houma",256,133,"193","27","","0","0","2017-11-17"
"220","Houma",283,172,"224","49","","0","0","2017-11-18"
"221","Houma",178,106,"165","61","","0","0","2017-11-19"
"222","Houma",167,94,"","30","","0","0","2017-11-20"
"223","Houma",228,100,"154","26","","0","0","2017-11-21"
"224","Houma",200,111,"172","46","","0","0","2017-11-22"
"225","Houma",172,78,"126","38","","0","0","2017-11-23"
"226","Houma",189,28,"121","11","","0","0","2017-11-24"
"227","Houma",217,33,"123","7","","0","0","2017-11-25"
"228","Houma",211,83,"145","24","","0","0","2017-11-26"
"229","Houma",200,50,"147","19","","0","0","2017-11-27"
"230","Houma",239,72,"146","31","","0","0","2017-11-28"
"231","Houma",256,167,"199","25","","0","0","2017-11-29"
"232","Houma",256,167,"211","21","","3","0","2017-11-30"
"233","Houma",228,128,"179","","","0","","2017-12-01"
"235","Pensacola",278,194,"","21","","0","0","2017-11-07"
"236","Pensacola",278,178,"","33","","0","0","2017-11-08"
"237","Pensacola",189,122,"","54","","13","0","2017-11-09"
"238","Pensacola",222,94,"","34","","0","0","2017-11-10"
"239","Pensacola",222,117,"","31","","0","0","2017-11-11"
"240","Pensacola",183,156,"","35","","0","0","2017-11-12"
"241","Pensacola",239,128,"","39","","0","0","2017-11-13"
"242","Pensacola",228,106,"","27","","0","0","2017-11-14"
"243","Pensacola",189,83,"","22","","0","0","2017-11-15"
"244","Pensacola",244,94,"","17","","0","0","2017-11-16"
"245","Pensacola",228,133,"","21","","0","0","2017-11-17"
"246","Pensacola",272,167,"","53","","5","0","2017-11-18"
"247","Pensacola",172,78,"","67","","5","","2017-11-19"
"248","Pensacola",150,56,"","23","","0","0","2017-11-20"
"249","Pensacola",217,78,"","28","","0","0","2017-11-21"
"250","Pensacola",206,111,"","51","","0","0","2017-11-22"
"251","Pensacola",206,67,"","49","","0","0","2017-11-23"
"252","Pensacola",206,72,"","20","","0","0","2017-11-24"
"253","Pensacola",211,72,"","19","","0","0","2017-11-25"
"254","Pensacola",222,78,"","34","","0","0","2017-11-26"
"255","Pensacola",206,83,"","24","","0","0","2017-11-27"
"256","Pensacola",222,72,"","24","","0","0","2017-11-28"
"257","Pensacola",239,128,"","24","","0","0","2017-11-29"
"258","Pensacola",244,150,"","18","","0","0","2017-11-30"
"259","Pensacola",244,156,"","","","0","0","2017-12-01"
"261","Valdosta",289,122,"","7","","0","0","2017-11-07"
"262","Valdosta",278,144,"","5","","0","0","2017-11-08"
"263","Valdosta",228,122,"","21","","3","0","2017-11-09"
"264","Valdosta",211,78,"","30","","0","0","2017-11-10"
"265","Valdosta",150,67,"","37","","0","0","2017-11-11"
"266","Valdosta",228,111,"","35","","0","0","2017-11-12"
"267","Valdosta",233,122,"","38","","0","0","2017-11-13"
"268","Valdosta",206,83,"","34","","0","0","2017-11-14"
"269","Valdosta",183,61,"","26","","0","0","2017-11-15"
"270","Valdosta",217,28,"","11","","0","0","2017-11-16"
"271","Valdosta",217,39,"","9","","0","0","2017-11-17"
"272","Valdosta",250,61,"","19","","0","0","2017-11-18"
"273","Valdosta",189,22,"","17","","15","0","2017-11-19"
"274","Valdosta",206,-5,"","20","","0","0","2017-11-20"
"275","Valdosta",189,111,"","10","","114","0","2017-11-21"
"276","Valdosta",222,150,"","16","","0","0","2017-11-22"
"277","Valdosta",167,117,"","32","","102","0","2017-11-23"
"278","Valdosta",194,50,"","23","","0","0","2017-11-24"
"279","Valdosta",217,28,"","5","","0","0","2017-11-25"
"280","Valdosta",217,50,"","7","","0","0","2017-11-26"
"281","Valdosta",206,11,"","8","","0","0","2017-11-27"
"282","Valdosta",256,61,"","19","","0","0","2017-11-28"
"283","Valdosta",261,111,"","14","","0","0","2017-11-29"
"284","Valdosta",256,78,"","5","","0","0","2017-11-30"
"285","Valdosta",256,139,"","10","","0","0","2017-12-01"
"287","Miami",300,222,"260","22","","0","0","2017-11-07"
"288","Miami",300,222,"261","26","","0","0","2017-11-08"
"289","Miami",306,239,"267","30","","0","0","2017-11-09"
"290","Miami",306,233,"268","34","","71","0","2017-11-10"
"291","Miami",289,239,"262","50","","23","0","2017-11-11"
"292","Miami",306,233,"271","56","","330","0","2017-11-12"
"293","Miami",294,233,"262","42","","173","0","2017-11-13"
"294","Miami",300,233,"265","43","","0","0","2017-11-14"
"295","Miami",283,222,"241","31","","130","0","2017-11-15"
"296","Miami",272,206,"239","33","","0","0","2017-11-16"
"297","Miami",283,200,"232","35","","0","0","2017-11-17"
"298","Miami",283,189,"239","20","","0","0","2017-11-18"
"299","Miami",283,183,"239","17","","0","0","2017-11-19"
"300","Miami",267,211,"231","37","","38","0","2017-11-20"
"301","Miami",294,217,"248","19","","157","0","2017-11-21"
"302","Miami",294,211,"252","18","","0","0","2017-11-22"
"303","Miami",289,222,"252","29","","81","0","2017-11-23"
"304","Miami",278,211,"244","29","","0","0","2017-11-24"
"305","Miami",261,183,"223","17","","0","0","2017-11-25"
"306","Miami",278,183,"231","25","","0","0","2017-11-26"
"307","Miami",267,200,"228","31","","0","0","2017-11-27"
"308","Miami",289,217,"253","47","","102","0","2017-11-28"
"309","Miami",289,217,"254","42","","0","0","2017-11-29"
"310","Miami",283,228,"256","33","","0","0","2017-11-30"
"311","Miami",289,211,"244","32","","0","","2017-12-01"
"313","Columbia",283,161,"","13","","5","","2017-11-07"
"314","Columbia",206,94,"","19","","5","","2017-11-08"
"315","Columbia",111,89,"","7","","163","","2017-11-09"
"316","Columbia",194,72,"","9","","0","","2017-11-10"
"317","Columbia",122,28,"","22","","0","","2017-11-11"
"318","Columbia",133,50,"","14","","0","","2017-11-12"
"319","Columbia",178,83,"","12","","79","","2017-11-13"
"320","Columbia",150,61,"","17","","0","","2017-11-14"
"321","Columbia",144,28,"","8","","0","","2017-11-15"
"322","Columbia",206,33,"","5","","0","","2017-11-16"
"323","Columbia",183,33,"","7","","0","","2017-11-17"
"324","Columbia",228,39,"","25","","0","","2017-11-18"
"325","Columbia",194,67,"","35","","0","","2017-11-19"
"326","Columbia",167,0,"","4","","0","","2017-11-20"
"327","Columbia",183,28,"","4","","43","","2017-11-21"
"328","Columbia",200,106,"","10","","15","","2017-11-22"
"329","Columbia",122,28,"","12","","0","","2017-11-23"
"330","Columbia",178,6,"","5","","0","","2017-11-24"
"331","Columbia",189,11,"","14","","0","","2017-11-25"
"332","Columbia",189,39,"","7","","0","","2017-11-26"
"333","Columbia",183,6,"","3","","0","","2017-11-27"
"334","Columbia",183,-5,"","2","","0","","2017-11-28"
"335","Columbia",233,72,"","8","","0","","2017-11-29"
"336","Columbia",233,67,"","4","","3","","2017-11-30"
"337","Columbia",206,111,"","4","","3","","2017-12-01"
"339","Atlanta",267,161,"","21","","0","0","2017-11-07"
"340","Atlanta",189,111,"","22","","23","0","2017-11-08"
"341","Atlanta",128,89,"","19","","94","0","2017-11-09"
"342","Atlanta",178,44,"","14","","0","0","2017-11-10"
"343","Atlanta",128,39,"","38","","0","","2017-11-11"
"344","Atlanta",94,72,"","22","","8","","2017-11-12"
"345","Atlanta",183,67,"","17","","0","0","2017-11-13"
"346","Atlanta",161,33,"","8","","0","0","2017-11-14"
"347","Atlanta",144,11,"","8","","0","0","2017-11-15"
"348","Atlanta",200,50,"","17","","0","0","2017-11-16"
"349","Atlanta",189,6,"","13","","0","0","2017-11-17"
"350","Atlanta",206,39,"","30","","74","0","2017-11-18"
"351","Atlanta",139,28,"","50","","0","","2017-11-19"
"352","Atlanta",156,-5,"","11","","0","0","2017-11-20"
"353","Atlanta",194,22,"","13","","0","","2017-11-21"
"354","Atlanta",167,61,"","22","","0","0","2017-11-22"
"355","Atlanta",167,11,"","10","","0","0","2017-11-23"
"356","Atlanta",178,6,"","2","","0","0","2017-11-24"
"357","Atlanta",189,17,"","11","","0","0","2017-11-25"
"358","Atlanta",172,39,"","26","","0","0","2017-11-26"
"359","Atlanta",178,-16,"","6","","0","0","2017-11-27"
"360","Atlanta",189,-5,"","11","","0","0","2017-11-28"
"361","Atlanta",189,44,"","5","","0","0","2017-11-29"
"362","Atlanta",206,100,"","9","","8","0","2017-11-30"
"363","Atlanta",183,83,"","4","","0","","2017-12-01"
"365","Tuscaloosa",250,167,"","19","","8","0","2017-11-07"
"366","Tuscaloosa",167,106,"","30","","18","0","2017-11-08"
"367","Tuscaloosa",178,67,"","24","","51","0","2017-11-09"
"368","Tuscaloosa",189,39,"","30","","0","0","2017-11-10"
"369","Tuscaloosa",211,122,"","16","","0","0","2017-11-12"
"370","Tuscaloosa",200,61,"","22","","0","0","2017-11-13"
"371","Tuscaloosa",200,33,"","7","","0","0","2017-11-14"
"372","Tuscaloosa",178,56,"","15","","0","0","2017-11-15"
"373","Tuscaloosa",194,72,"","7","","0","0","2017-11-16"
"374","Tuscaloosa",217,44,"","19","","0","0","2017-11-17"
"375","Tuscaloosa",244,106,"","58","","48","0","2017-11-18"
"376","Tuscaloosa",139,11,"","34","","0","0","2017-11-19"
"377","Tuscaloosa",144,-21,"","5","","0","0","2017-11-20"
"378","Tuscaloosa",189,-5,"","5","","0","0","2017-11-21"
"379","Tuscaloosa",167,33,"","32","","0","0","2017-11-22"
"380","Tuscaloosa",167,-21,"","12","","0","0","2017-11-23"
"381","Tuscaloosa",189,-10,"","6","","0","0","2017-11-24"
"382","Tuscaloosa",194,28,"","6","","0","0","2017-11-25"
"383","Tuscaloosa",194,22,"","22","","0","0","2017-11-26"
"384","Tuscaloosa",206,0,"","6","","0","0","2017-11-27"
"385","Tuscaloosa",211,-5,"","12","","0","0","2017-11-28"
"386","Tuscaloosa",228,39,"","8","","0","0","2017-11-29"
"387","Tuscaloosa",200,106,"","9","","41","0","2017-11-30"
"389","Little Rock",133,94,"","35","","0","","2017-11-07"
"390","Little Rock",111,67,"","37","","0","","2017-11-08"
"391","Little Rock",178,33,"","18","","0","0","2017-11-09"
"392","Little Rock",144,28,"","35","","0","0","2017-11-10"
"393","Little Rock",172,6,"","25","","0","0","2017-11-11"
"394","Little Rock",222,106,"","15","","0","0","2017-11-12"
"395","Little Rock",167,50,"","32","","0","0","2017-11-13"
"396","Little Rock",167,44,"","21","","0","0","2017-11-14"
"397","Little Rock",161,100,"","14","","81","0","2017-11-15"
"398","Little Rock",161,67,"","25","","0","0","2017-11-16"
"399","Little Rock",228,106,"","51","","0","0","2017-11-17"
"400","Little Rock",256,56,"","84","","3","","2017-11-18"
"401","Little Rock",144,11,"","30","","0","0","2017-11-19"
"402","Little Rock",150,-16,"","26","","0","0","2017-11-20"
"403","Little Rock",167,17,"","19","","0","0","2017-11-21"
"404","Little Rock",106,-10,"","31","","0","0","2017-11-22"
"405","Little Rock",150,-16,"","10","","0","0","2017-11-23"
"406","Little Rock",206,11,"","31","","0","0","2017-11-24"
"407","Little Rock",222,50,"","23","","0","0","2017-11-25"
"408","Little Rock",194,17,"","11","","0","0","2017-11-26"
"409","Little Rock",217,11,"","26","","0","0","2017-11-27"
"410","Little Rock",211,56,"","33","","0","0","2017-11-28"
"411","Little Rock",222,44,"","19","","0","0","2017-11-29"
"412","Little Rock",206,72,"","36","","0","0","2017-11-30"
"413","Little Rock",156,39,"","","","0","","2017-12-01"
"415","Oklahoma City",83,44,"","58","","0","0","2017-11-07"
"416","Oklahoma City",100,6,"","33","","8","0","2017-11-08"
"417","Oklahoma City",156,-10,"","12","","0","0","2017-11-09"
"418","Oklahoma City",167,33,"","43","","0","0","2017-11-10"
"419","Oklahoma City",156,106,"","63","","0","0","2017-11-11"
"420","Oklahoma City",150,94,"","46","","0","0","2017-11-12"
"421","Oklahoma City",167,89,"","38","","0","0","2017-11-13"
"422","Oklahoma City",222,139,"","62","","3","0","2017-11-14"
"423","Oklahoma City",194,61,"","51","","0","0","2017-11-15"
"424","Oklahoma City",167,33,"","46","","0","0","2017-11-16"
"425","Oklahoma City",278,150,"","89","","0","0","2017-11-17"
"426","Oklahoma City",211,50,"","75","","0","0","2017-11-18"
"427","Oklahoma City",156,-21,"","31","","0","0","2017-11-19"
"428","Oklahoma City",178,50,"","85","","0","0","2017-11-20"
"429","Oklahoma City",167,22,"","62","","0","0","2017-11-21"
"430","Oklahoma City",100,-27,"","29","","0","0","2017-11-22"
"431","Oklahoma City",211,17,"","41","","0","0","2017-11-23"
"432","Oklahoma City",267,89,"","58","","0","0","2017-11-24"
"433","Oklahoma City",189,33,"","38","","0","0","2017-11-25"
"434","Oklahoma City",200,0,"","33","","0","0","2017-11-26"
"435","Oklahoma City",244,94,"","89","","0","0","2017-11-27"
"436","Oklahoma City",206,100,"","70","","18","0","2017-11-28"
"437","Oklahoma City",139,67,"","38","","0","0","2017-11-29"
"438","Oklahoma City",161,28,"","31","","0","0","2017-11-30"
"440","Amarillo",94,17,"56","53","","0","0","2017-11-07"
"441","Amarillo",89,-16,"27","33","","0","0","2017-11-08"
"442","Amarillo",172,-32,"48","47","","0","0","2017-11-09"
"443","Amarillo",167,33,"81","94","","0","0","2017-11-10"
"444","Amarillo",250,72,"137","69","","0","0","2017-11-11"
"445","Amarillo",89,61,"82","54","","0","0","2017-11-12"
"446","Amarillo",183,72,"102","64","","0","0","2017-11-13"
"447","Amarillo",283,56,"139","58","","0","0","2017-11-14"
"448","Amarillo",161,61,"131","62","","0","0","2017-11-15"
"449","Amarillo",228,33,"104","65","","0","0","2017-11-16"
"450","Amarillo",289,122,"188","85","","0","0","2017-11-17"
"451","Amarillo",200,-16,"135","85","","0","0","2017-11-18"
"452","Amarillo",156,-38,"39","64","","0","0","2017-11-19"
"453","Amarillo",200,-5,"76","45","","0","0","2017-11-20"
"454","Amarillo",189,0,"102","68","","0","0","2017-11-21"
"455","Amarillo",161,-32,"50","39","","0","0","2017-11-22"
"456","Amarillo",239,72,"123","39","","0","0","2017-11-23"
"457","Amarillo",256,61,"140","38","","0","0","2017-11-24"
"458","Amarillo",178,39,"121","43","","0","0","2017-11-25"
"459","Amarillo",211,11,"98","49","","0","0","2017-11-26"
"460","Amarillo",289,22,"128","71","","0","0","2017-11-27"
"461","Amarillo",133,22,"115","87","","0","0","2017-11-28"
"462","Amarillo",161,-21,"58","45","","0","0","2017-11-29"
"463","Amarillo",144,22,"80","45","","0","0","2017-11-30"
"464","Amarillo",233,33,"103","","","0","","2017-12-01"
"466","Albuquerque",172,89,"147","35","","0","0","2017-11-07"
"467","Albuquerque",150,33,"99","37","","0","0","2017-11-08"
"468","Albuquerque",167,17,"83","18","","0","0","2017-11-09"
"469","Albuquerque",200,33,"108","22","","0","0","2017-11-10"
"470","Albuquerque",217,78,"134","30","","0","0","2017-11-11"
"471","Albuquerque",183,50,"123","29","","0","0","2017-11-12"
"472","Albuquerque",217,78,"137","17","","0","0","2017-11-13"
"473","Albuquerque",217,56,"129","19","","0","0","2017-11-14"
"474","Albuquerque",189,50,"127","34","","0","0","2017-11-15"
"475","Albuquerque",217,22,"112","18","","0","0","2017-11-16"
"476","Albuquerque",228,78,"150","54","","0","0","2017-11-17"
"477","Albuquerque",117,11,"92","43","","0","0","2017-11-18"
"478","Albuquerque",117,-16,"41","17","","0","0","2017-11-19"
"479","Albuquerque",144,-27,"48","14","","0","0","2017-11-20"
"480","Albuquerque",183,61,"107","47","","0","0","2017-11-21"
"481","Albuquerque",167,11,"96","14","","0","0","2017-11-22"
